Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
.	PUNCT	0	12	17	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
O	DET	0	12	18	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
país	NOUN	0	12	19	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
ocupa	VERB	0	12	20	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
agora	ADV	0	12	21	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
o	DET	0	12	22	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
oitavo	ADJ	0	12	23	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
lugar	NOUN	0	12	24	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
no	ADP	0	12	25	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
ranking	NOUN	0	12	26	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
mundial	ADJ	0	12	27	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
de	ADP	0	12	28	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
geração	NOUN	0	12	29	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
de	ADP	0	12	30	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
energia	NOUN	0	12	31	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
solar	ADJ	0	12	32	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
,	PUNCT	0	12	33	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
segundo	ADP	0	12	34	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
dados	NOUN	0	12	35	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
da	ADP	0	12	36	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
Agência	PROPN	0	12	37	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
Internacional	PROPN	0	12	38	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
de	ADP	0	12	39	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
Energia	PROPN	0	12	40	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
Renovável	PROPN	1	12	41	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
.	PUNCT	0	12	42	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
11	['DET', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'VERB', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADV', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	12	11	1	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
Pesquisadores	NOUN	1	13	0	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
do	ADP	0	13	1	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
Instituto	PROPN	0	13	2	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
Butantan	PROPN	1	13	3	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
concluíram	VERB	1	13	4	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
os	DET	0	13	5	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
testes	NOUN	0	13	6	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
de	ADP	0	13	7	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
fase	NOUN	0	13	8	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
três	NUM	0	13	9	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
de	ADP	0	13	10	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
um	DET	0	13	11	0	Pesquisadores do Instituto Butantan concluíram os testes de fase três de um novo antiveneno para picadas de cobra-cascavel , com eficácia de 96 % . O produto será produzido em escala industrial e distribuído gratuitamente pelo Sistema Único de Saúde ( SUS ) .
